"trip_id","origin_airport","destination","destination_airport","seats","return_flight_booked","departure_time","return_time","checked_bags","trip_airline","destination_airport_lat","destination_airport_lon","base_fare_usd"
"71498-0b636e31d8b2442f85e1d9147d122734","YKZ","louisville","LOU","1","true","2022-11-22 07:00:00","2022-11-28 07:00:00","0","American Airlines","38.228","-85.664","148.86"
"71787-1ac3776001f14135901fadc8690ad08b","HOU","guangzhou","CAN","1","true","2023-02-04 11:00:00","2023-02-10 11:00:00","0","China Southern Airlines","23.184","113.266","2464.84"
"72341-ea01d433f6324c16bcde95b564c15ab0","LAX","chicago","ORD","1","true","2022-11-19 07:00:00","2022-11-23 07:00:00","1","Alaska Airlines","41.786","-87.752","534.9"
"72552-164db1f5c45d47ca85c871fd070feee7","ICT","winnipeg","YWG","1","true","2022-11-15 09:00:00","2022-11-16 09:00:00","1","Bearskin Lake Air Service","50.056","-97.032","230.6"
"72751-da488bf5a0104fb484b6f4f5f9d532b3","MCI","portland","PDX","1","true","2022-11-17 11:00:00","2022-11-19 11:00:00","1","Alaska Airlines","45.589","-122.597","422.36"
"72853-991e60c70d1d415b8c427f7971879e5d","LAX","new york","LGA","1","true","2022-11-27 07:00:00","2022-11-29 07:00:00","1","Delta Air Lines","40.64","-73.779","667.65"
"72984-348d7e8c303a4ffd96c0787c7e52e129","SJC","houston","IAH","1","true","2022-11-20 16:00:00","2022-11-24 16:00:00","1","United Airlines","29.607","-95.159","418.25"
"73311-36a9ab9200dc4e008fb2206f3cd8f4f4","IND","macau","MFM","2","true","2023-03-03 07:00:00","2023-03-12 07:00:00","1","Air Macau","22.149","113.591","4588.56"
"73511-97e7e1b428a348c087080f6a26db848b","STL","san jose","SJC","1","true","2023-03-04 16:00:00","2023-03-15 16:00:00","1","Southwest Airlines","37.362","-121.929","511.94"
"73594-c34ccb7a50304d71833572878c824b07","LUK","new york","JFK","1","true","2023-02-04 12:00:00","2023-02-23 12:00:00","0","JetBlue Airways","40.64","-73.779","166.45"
"73596-60bbec0bcd2645de8a2d319bb1a74b01","YIP","los angeles","LAX","1","true","2022-11-19 08:00:00","2022-11-21 08:00:00","0","American Airlines","33.942","-118.408","521.51"
"73610-44759fee18314ba4af584fef7dc92d54","OAK","los angeles","LSQ","1","true","2023-03-04 21:00:00","2023-03-14 21:00:00","0","United Airlines","33.942","-118.408","96.92"
"73944-18c6c67532ca41a082f0d76339532f38","JFK","edmonton","YED","1","true","2022-11-17 07:00:00","2022-11-23 07:00:00","2","American Airlines","53.667","-113.467","544.33"
"74136-7d1a3202b5f1496683533f078118a006","ATL","new york","JFK","1","true","2022-11-21 14:00:00","2022-11-25 14:00:00","1","American Airlines","40.64","-73.779","216.93"
"74143-e726ecb38cdd4ae89ce4618439b301ca","TUL","columbus","CMH","2","false","2022-11-20 07:00:00","","1","United Airlines","39.998","-82.892","233.93"
"74708-fcdf5e9d111f4c4baf9463b520213408","YOW","guilin","KWL","1","true","2023-03-03 07:00:00","2023-03-20 07:00:00","0","Air China","25.218","110.039","2319.38"
"74874-ed27e3a915574105a38a755fdae992f4","DMA","detroit","DET","1","true","2022-11-17 07:00:00","2022-11-21 07:00:00","0","American Airlines","42.409","-83.01","517.45"
"75187-152057a92f904f82b42ba6804a6ed193","RNO","new york","LGA","1","true","2022-11-18 10:00:00","2022-12-02 10:00:00","0","Delta Air Lines","40.64","-73.779","742.56"
"75344-a94415c2272e4521b47bf17e17bee369","YYC","edmonton","YXD","1","true","2022-11-19 13:00:00","2022-11-23 13:00:00","2","American Airlines","53.667","-113.467","52.14"
"75404-c6a8b0c0f71a449e9fab939c7fc0e3f9","LGA","fresno","FAT","1","true","2022-11-21 09:00:00","2022-11-23 09:00:00","0","JetBlue Airways","36.776","-119.718","672.01"
"75584-c004ac0653634c1382871dbe3e415fcc","SNA","houston","EFD","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","1","Ryanair","29.607","-95.159","351.87"
"75891-3f86473efb59467cb93fbd43da919bca","LGA","austin","AUS","2","true","2022-11-15 07:00:00","2022-11-16 07:00:00","1","Southwest Airlines","30.194","-97.67","922.76"
"76245-f49a7f56fe1a48939317e255062ee56a","ORD","calgary","YYC","1","true","2022-11-18 15:00:00","2022-11-24 15:00:00","1","WestJet","51.114","-114.02","410.34"
"76809-a25f309db5ff496bbc6542c421a2bab1","IND","washington","DCA","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","1","American Airlines","38.852","-77.037","138.5"
"77149-7fcf6b1ee43b496ea70397e00fd36a42","AUS","montreal","YUL","1","true","2022-11-19 07:00:00","2022-11-26 07:00:00","1","KLM Royal Dutch Airlines","45.517","-73.417","491.18"
"77156-17009f3494f648beaef739712f637040","LCK","new york","JFK","1","true","2023-01-07 22:00:00","2023-01-25 22:00:00","0","Norwegian Air Shuttle","40.64","-73.779","140.34"
"77322-814707ad97954c29ab64189986df6c38","JFK","montreal","YMX","2","true","2022-11-20 10:00:00","2022-11-24 10:00:00","0","Delta Air Lines","45.517","-73.417","189.37"
"77980-f462269ecaa84ecea7c65c7253732ac8","HOU","new york","JFK","1","true","2022-11-24 07:00:00","2022-11-26 07:00:00","0","Iberia Airlines","40.64","-73.779","457.53"
"78094-303d05268ad24900974c651b6e41cb6e","BFI","phoenix","PHX","1","true","2022-11-16 13:00:00","2022-11-19 13:00:00","0","American Airlines","33.535","-112.383","320.41"
"78122-5673716f87d94425a9ede7fe641fa550","LAX","denver","DEN","1","true","2022-11-17 08:00:00","2022-11-21 08:00:00","1","Southwest Airlines","39.858","-104.667","254.29"
"78375-d573948fe38f4c4d9f6bd0f21976a39b","SLC","los angeles","LAX","2","false","2023-02-04 15:00:00","","1","American Airlines","33.942","-118.408","170.99"
"79200-9b91ad1d0ec94a7699f155be945b4171","YYZ","los angeles","LAX","1","true","2022-11-19 10:00:00","2022-11-22 10:00:00","0","United Airlines","33.942","-118.408","610.39"
"79368-f71cde7b918b44be8f9f9e05554d02a5","MXF","fort worth","FTW","1","true","2022-11-16 15:00:00","2022-11-19 15:00:00","1","United Airlines","32.82","-97.362","187.39"
"79498-56b5fe038b674bd8acf3d52a1a50866b","MSN","memphis","MEM","1","true","2022-11-20 16:00:00","2022-11-25 16:00:00","0","American Airlines","35.042","-89.977","162.23"
"79975-1a14e7d5284242149fc0a8b0c9cec30c","DAL","singapore","SIN","2","true","2023-02-04 20:00:00","2023-02-19 20:00:00","1","Singapore Airlines","1.417","103.867","5759.76"
"80062-22a3007fa1fa4b99978ea27508be0821","ORD","winnipeg","YWG","1","true","2022-11-19 14:00:00","2022-11-23 14:00:00","1","WestJet","50.056","-97.032","202.11"
"80236-de3dd950491b4e89933c26ebd92d353f","YYZ","montreal","YHU","1","true","2022-11-19 07:00:00","2022-11-23 07:00:00","1","Ryanair","45.517","-73.417","89.07"
"80456-131e13407fe7458280e43acee9c3b2da","OMA","austin","AUS","1","true","2022-11-22 13:00:00","2022-11-30 13:00:00","0","United Airlines","30.194","-97.67","241.1"
"80701-56c1a9416d834b9494b4dfd8ea2279b0","PWM","los angeles","LAX","1","true","2022-11-19 07:00:00","2022-11-20 07:00:00","1","Allegiant Air","33.942","-118.408","541.45"
"80974-4233c5ec66654d59b9d553e331208509","LAX","chicago","ORD","1","true","2022-11-20 07:00:00","2022-11-24 07:00:00","0","Asiana Airlines","41.786","-87.752","499.78"
"81188-2b559732eb69464a81efe9f69c4cd667","LUF","denver","DEN","1","true","2022-11-18 16:00:00","2022-11-22 16:00:00","1","United Airlines","39.858","-104.667","190.72"
"81677-98255a0b547a468cb93e31ac7500d8ff","LAX","chicago","UGN","3","true","2022-11-18 13:00:00","2022-11-21 13:00:00","1","American Airlines","41.786","-87.752","1607.83"
"81728-af0f9ac96393411f89cf2123b30f5071","SJC","ottawa","YOW","1","true","2022-11-16 07:00:00","2022-11-18 07:00:00","1","United Airlines","45.323","-75.669","711.3"
"81982-b5e6aca9953f467c894fe7a1235d377a","MHR","buenos aires","AEP","2","true","2023-01-07 19:00:00","2023-01-16 19:00:00","1","Aerolineas Argentinas","-34.559","-58.416","3600.78"
"82142-adb6f94871b44c8db98fecf230e5d812","YZD","dallas","DAL","1","false","2022-11-21 15:00:00","","1","Southwest Airlines","32.847","-96.852","182.53"
"82256-e152330de086438b85d899720eb4e734","MXF","hong kong","HKG","1","true","2023-01-06 20:00:00","2023-01-20 20:00:00","0","Singapore Airlines","22.309","113.914","2440.4"
"83086-2eb862c7da0b48d79c7f204d5d66d5c5","YAV","boston","BOS","1","false","2022-11-17 07:00:00","","0","United Airlines","42.364","-71.005","219.59"
"83364-cf067522dabf4af58be483400b60ebe2","MDW","houston","EFD","1","true","2022-11-15 16:00:00","2022-11-21 16:00:00","1","Delta Air Lines","29.607","-95.159","260.87"
"83673-29bab321378b4de986cab01a80d1b542","YYC","chicago","MDW","1","true","2022-11-20 16:00:00","2022-11-24 16:00:00","0","Air France","41.786","-87.752","407.87"
"84067-923fd897acf9492dac862d83156a376d","IAD","tucson","DMA","1","true","2022-11-19 07:00:00","2022-11-25 07:00:00","2","Ryanair","32.166","-110.883","536.81"
"85308-19953431b71a4b58b72e95164a10a250","ORD","montreal","YMX","1","false","2022-11-19 14:00:00","","1","Ryanair","45.517","-73.417","99.81"
"85459-4a2a77885f9f46b99330e0d76ab90b22","SKF","houston","IAH","1","false","2022-11-22 16:00:00","","1","United Airlines","29.607","-95.159","31.03"
"85533-aa46e826011a4f35b8d0fda3a7d6a1ae","DAL","new york","LGA","3","true","2022-11-20 07:00:00","2022-11-24 07:00:00","0","KLM Royal Dutch Airlines","40.64","-73.779","1290.06"
"85966-9f55af661df445b4b67f0742279e704d","CLT","portland","PWM","1","true","2022-11-19 07:00:00","2022-11-22 07:00:00","1","United Airlines","45.589","-122.597","630.66"
"86699-141130bf692f47c7ba115578c2985114","LGA","milwaukee","MKE","1","true","2022-11-17 11:00:00","2022-11-19 11:00:00","0","Southwest Airlines","42.947","-87.896","218.43"
"86841-74f765604cc24e54b16f2a2a74796e5c","BFI","new york","JFK","1","true","2022-11-21 13:00:00","2022-11-23 13:00:00","1","Delta Air Lines","40.64","-73.779","731.08"
"87012-2026de0d46d0464788e18fc4a45f09e0","DAL","houston","HOU","1","true","2022-11-17 16:00:00","2022-11-21 16:00:00","1","Southwest Airlines","29.607","-95.159","67.29"
"87093-459492099486415788e8c274cb8dde5c","HOU","el paso","BIF","3","false","2022-11-18 14:00:00","","2","United Airlines","31.849","-106.38","264.62"
"87284-c956139c28f643fbb93ea019a7eb9814","BFI","jacksonville","NZC","1","true","2022-11-16 09:00:00","2022-11-25 09:00:00","0","Ryanair","30.494","-81.688","593.02"
"87341-dcf38bb74718496da5b822c8204f62e5","MSP","oklahoma city","TIK","1","true","2022-11-16 16:00:00","2022-11-19 16:00:00","1","United Airlines","35.393","-97.601","178.66"
"87435-5e4700876f67454bad77b34483ca05a7","YYC","san jose","SJC","1","true","2022-11-18 07:00:00","2022-11-20 07:00:00","1","United Airlines","37.362","-121.929","285.53"
"87862-1209b4a3b9544341932efbd5e9113d3a","MOD","ottawa","YOW","1","true","2023-01-07 07:00:00","2023-01-16 07:00:00","0","Air Canada","45.323","-75.669","644.68"
"88949-54edc33bb3be4e6ba34d3364a694adff","LGA","phoenix","LUF","1","true","2022-11-17 07:00:00","2022-11-24 07:00:00","1","Ryanair","33.535","-112.383","614.83"
"88971-543ab2e7b094476e8600c77f2bbd0bf3","TCM","toronto","YKZ","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","1","American Airlines","43.862","-79.37","598.52"
"89643-9decf66c96054ece9db6942fe7cab812","NZY","chicago","UGN","1","true","2023-02-04 17:00:00","2023-02-27 17:00:00","0","American Airlines","41.786","-87.752","476.96"
"90643-0d5cc2d2f83d40e3992ca7485e766097","STL","phoenix","LUF","1","true","2022-11-18 07:00:00","2022-12-03 07:00:00","1","United Airlines","33.535","-112.383","397.34"
"90686-1a3ec30070b24bacb9dcd9ae0a385a9a","MRI","dubai","DXB","2","true","2023-03-04 15:00:00","2023-03-19 15:00:00","1","Qantas","25.255","55.364","3580.16"
"91075-3b4874a2807a4206a13cf95044ff306b","IND","columbus","LCK","1","true","2022-11-18 09:00:00","2022-11-21 09:00:00","0","Allegiant Air","39.998","-82.892","49.82"
"91093-ce34240d27a44ac685f4f804750af659","DET","new york","LGA","1","true","2022-11-20 12:00:00","2022-11-27 12:00:00","1","American Airlines","40.64","-73.779","125.55"
"91282-f05134c36da0454d9d5c53d604fdbaf7","OKC","calgary","YYC","1","true","2022-11-16 10:00:00","2022-11-19 10:00:00","0","Air Canada","51.114","-114.02","387.68"
"91680-958fea3fe269492bb02f21966290844e","DET","houston","IAH","2","true","2022-11-19 10:00:00","2022-11-21 10:00:00","1","JetBlue Airways","29.607","-95.159","588.56"
"91759-741b6d23089a4654a8eca1e1e6e1b05c","TIK","montreal","YUL","1","true","2022-11-18 14:00:00","2022-11-21 14:00:00","1","Air Canada","45.517","-73.417","455.6"
"91819-e02335e032b6493790a293567ad18d8a","YQB","new york","LGA","1","true","2022-11-19 07:00:00","2022-11-21 07:00:00","2","Delta Air Lines","40.64","-73.779","124.37"
"93095-c1d828b0105f40e5a3003d066ddd8c2a","BIF","fort worth","FTW","1","true","2022-11-18 08:00:00","2022-11-19 08:00:00","1","American Airlines","32.82","-97.362","140.57"
"93224-5e0fcdb5a99943f498b22d2fb4c9ed59","DCA","san diego","NZY","1","true","2022-11-17 12:00:00","2022-11-26 12:00:00","1","United Airlines","32.699","-117.215","638.17"
"93704-19cfaa465231487fb5278575cf9f34ac","MEM","jacksonville","NCA","1","true","2022-11-17 15:00:00","2022-12-03 15:00:00","0","Ryanair","30.494","-81.688","163.76"
"94047-c2aac91bb7814bbda7c5064e75cea26e","NCA","toronto","YTZ","1","true","2022-11-18 16:00:00","2022-11-22 16:00:00","1","Porter Airlines","43.862","-79.37","196.37"
"94267-9dbaa7205c8f4fac9fc86e4bfeeb8b71","TUS","new york","LGA","1","true","2022-11-23 09:00:00","2022-11-27 09:00:00","0","Delta Air Lines","40.64","-73.779","604.34"
"94331-8f0fee9db0464a44b109378565fcc9d8","SKF","chicago","ORD","2","true","2022-11-22 14:00:00","2022-11-27 14:00:00","1","Allegiant Air","41.786","-87.752","566.83"
"94654-b078420375924271a7457670b3bce85c","CLT","tucson","TUS","1","true","2022-11-21 13:00:00","2022-11-26 13:00:00","1","American Airlines","32.166","-110.883","476.41"
"95625-a5c49d9f7b744fb2844bf970ee78d490","YVR","chicago","ORD","1","true","2022-11-15 07:00:00","2022-11-19 07:00:00","0","JetBlue Airways","41.786","-87.752","500.59"
"95645-01fdb2aa1beb4062a06fb831d55ed57c","FTW","new york","JFK","1","true","2023-01-07 21:00:00","2023-01-22 21:00:00","0","JetBlue Airways","40.64","-73.779","402.15"
"96244-c0ada58d92f5442d9f002dda8c40ece7","PHX","toronto","YKZ","1","true","2022-11-16 14:00:00","2022-11-19 14:00:00","0","American Airlines","43.862","-79.37","562.02"
"96792-361acc1a86da4411b12b159eea49d0bc","YQB","san jose","SJI","1","true","2022-11-17 12:00:00","2022-11-21 12:00:00","0","Cebu Pacific","37.362","-121.929","747.98"
"96891-87734ae06b924ec39b23a1dad96702d7","NBG","san antonio","RND","1","true","2022-11-20 12:00:00","2022-11-21 12:00:00","1","Delta Air Lines","29.529","-98.279","151.93"
"97215-4a682bce1abb48af8d50601e59cd7eaf","JFK","philadelphia","PNE","1","true","2022-11-17 11:00:00","2022-11-20 11:00:00","0","Delta Air Lines","39.872","-75.241","29.34"
"97782-87d06317f3f04bc39d00b84ca8e9afe9","TNT","new york","LGA","1","true","2022-11-16 08:00:00","2022-11-19 08:00:00","1","American Airlines","40.64","-73.779","303.77"
"97820-06da9afe5a8345e9899d3091ec9820ab","RAL","san francisco","SFO","1","true","2022-11-25 14:00:00","2022-11-28 14:00:00","0","AirTran Airways","37.619","-122.375","105.06"
"97944-d052b9bed984486c858ba4f8e5203241","YTZ","columbus","CMH","1","false","2022-11-18 07:00:00","","2","Southwest Airlines","39.998","-82.892","44.41"
"98248-f6a15c371876499d8e2b7b43e25826e4","YHM","philadelphia","PHL","1","true","2022-11-17 09:00:00","2022-11-19 09:00:00","1","American Airlines","39.872","-75.241","93.7"
"98469-36783d684e4d47279a41959d681e09cb","LGA","los angeles","LSQ","1","true","2022-11-19 09:00:00","2022-11-21 09:00:00","1","Ryanair","33.942","-118.408","613.67"
"98713-af6a1cb92f0c4f63a280e53b611e66e6","PNE","montreal","YMX","1","true","2022-11-20 11:00:00","2022-11-23 11:00:00","1","Delta Air Lines","45.517","-73.417","123.67"
"98855-bbc0ab900a604b7e812d93a5f7254a7e","LAS","los angeles","LAX","2","true","2023-02-04 11:00:00","2023-02-11 11:00:00","1","American Airlines","33.942","-118.408","152.0"
"99431-bd676a69d6ad4527a070f597c06312d9","YHU","oklahoma city","OKC","1","true","2022-11-18 08:00:00","2022-11-20 08:00:00","1","Delta Air Lines","35.393","-97.601","419.91"
"99579-89a51b34a4b846cf97b6569bd58eb26e","YEG","nashville","BNA","1","true","2022-11-17 08:00:00","2022-11-19 08:00:00","0","AeroMéxico","36.124","-86.678","497.96"
"99752-5dbfca53e0cf4c00a88510586f9912d0","JFK","toronto","YYZ","1","true","2022-11-20 10:00:00","2022-11-23 10:00:00","1","Air Canada","43.862","-79.37","108.59"
"100622-bcf35ca24a5b4fe1a1a6078dae80d4b0","HOU","montreal","YUL","1","true","2022-11-20 10:00:00","2022-11-21 10:00:00","1","WestJet","45.517","-73.417","466.98"
"100630-c8914ce7bf634e6dbbd93edf3401ed60","YQB","washington","DCA","1","true","2022-11-23 07:00:00","2022-11-26 07:00:00","0","JetBlue Airways","38.852","-77.037","192.29"
"101233-11fff3a957f3487da92b01cdc23dc6be","YZD","new york","LGA","2","true","2022-11-18 07:00:00","2022-11-22 07:00:00","1","United Airlines","40.64","-73.779","190.91"
"102085-914a0956a78c4c6aa77eaf0fba593788","LAX","houston","EFD","1","true","2022-11-18 09:00:00","2022-11-21 09:00:00","0","United Airlines","29.607","-95.159","364.52"
"102178-6026b7260f974f7cabaf6524df3f9912","DAL","chicago","ORD","1","true","2022-11-17 11:00:00","2022-11-20 11:00:00","0","American Airlines","41.786","-87.752","224.89"
"102268-c8f49ef5acb84c8a88af75f91d22fa1f","HOU","new york","JFK","1","true","2022-11-18 11:00:00","2022-11-20 11:00:00","1","American Airlines","40.64","-73.779","394.54"
"102928-1960a14b5e26462c84c114ba17337285","SKF","edmonton","YEG","1","true","2022-11-18 13:00:00","2022-11-23 13:00:00","0","Air Canada","53.667","-113.467","564.03"
"103005-1bb0bc2d84f54311b2dff74b392dbe21","DTW","mexico city","MEX","1","true","2023-02-03 07:00:00","2023-02-16 07:00:00","0","Air Canada","19.436","-99.072","484.12"
"103452-e93b3af30ca94ec4b13c6858b82cd69e","DAL","fort worth","FTW","1","false","2022-11-20 07:00:00","","0","United Airlines","32.82","-97.362","4.61"
"103772-c4214129b8ec41ccb70384d907c345ce","SAN","seattle","SEA","1","true","2022-11-20 07:00:00","2022-11-22 07:00:00","1","Delta Air Lines","47.53","-122.302","301.17"
"103840-71494d4f7e714a40a7af0953294b69de","MHR","fresno","FAT","2","true","2023-02-04 07:00:00","2023-02-20 07:00:00","1","Allegiant Air","36.776","-119.718","82.72"
"103990-f45f0c8e42a54b6f995d680c76a554db","YKZ","chicago","ORD","1","true","2022-11-17 12:00:00","2022-11-22 12:00:00","0","American Airlines","41.786","-87.752","132.4"
"104759-f27ffc39077948ae87d7e02514e4ca2c","RND","san francisco","SFO","2","true","2022-11-20 10:00:00","2022-11-23 10:00:00","0","Delta Air Lines","37.619","-122.375","851.06"
"104863-4653dfebf977463faad0c6d386e44abf","LGA","calgary","YYC","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","0","Air Canada","51.114","-114.02","574.54"
"105041-9373e3fed27642f2b7d03b07392b24f8","YZD","chicago","MDW","1","true","2022-11-19 15:00:00","2022-11-23 15:00:00","1","AirTran Airways","41.786","-87.752","131.88"
"105202-b309fb4b780d4b4aa5ed4b4a4ad68807","BWI","los angeles","LAX","1","true","2022-11-18 09:00:00","2022-11-22 09:00:00","0","United Airlines","33.942","-118.408","610.51"
"105374-0c333983b75840ff98b119671bcb8d4e","UGN","san diego","NZY","2","true","2022-11-17 08:00:00","2022-11-20 08:00:00","1","United Airlines","32.699","-117.215","1065.78"
"105477-437e5fff78b1446b96df2bf70aba7639","LUK","ottawa","YOW","1","true","2022-11-20 07:00:00","2022-11-22 07:00:00","1","Air Canada","45.323","-75.669","176.47"
"105727-76b8a12296bc4e0fa3c41d7d13f21312","MEM","toronto","YYZ","1","true","2022-11-19 07:00:00","2022-11-26 07:00:00","1","American Airlines","43.862","-79.37","251.36"
"105958-997b8de63dda45958e577058c9a5af86","RND","london","LGW","2","true","2023-03-04 09:00:00","2023-03-13 09:00:00","1","Air Bourbon","43.036","-81.154","713.7"
"107440-50eada4592d24885a034051b90b81a31","LGA","los angeles","LSQ","1","true","2022-11-23 15:00:00","2022-12-03 15:00:00","1","American Airlines","33.942","-118.408","675.31"
"107802-20b9aae6628549448fecbaa9941bdbc8","BRO","new york","JFK","1","true","2022-11-18 14:00:00","2022-11-22 14:00:00","0","Delta Air Lines","40.64","-73.779","497.26"
"107992-d82d9e2091864150b49f6221e6ad5aed","CRP","fort worth","FTW","1","true","2022-11-17 10:00:00","2022-11-19 10:00:00","1","United Airlines","32.82","-97.362","107.77"
"108033-7fc65429151e486e81a4b26bf6be4187","LAS","philadelphia","PNE","1","true","2022-11-21 10:00:00","2022-11-22 10:00:00","0","United Airlines","39.872","-75.241","569.86"
"108491-f78b4677cbb246549cc312fb48a749bf","LCK","los angeles","LAX","1","true","2022-11-21 10:00:00","2022-11-23 10:00:00","1","Virgin America","33.942","-118.408","515.23"
"108883-952389f87c8346d48f82a02939207f57","MOB","toronto","YZD","1","true","2022-11-16 08:00:00","2022-11-23 08:00:00","0","United Airlines","43.862","-79.37","296.53"
"108994-fb63ed5a8abf4e518c940cb79e75efc0","PNE","charlotte","CLT","1","true","2022-11-22 16:00:00","2022-11-25 16:00:00","0","Allegiant Air","35.214","-80.943","131.8"
"109082-690056e66ed34589bc9428753f51d789","MEM","columbus","CMH","1","true","2022-11-18 07:00:00","2022-11-21 07:00:00","1","Delta Air Lines","39.998","-82.892","147.41"
"109095-7717b1fcb38e4dc4979741f8cdc1c726","SNA","indianapolis","IND","2","true","2023-03-04 08:00:00","2023-03-24 08:00:00","1","Delta Air Lines","39.717","-86.294","1049.06"
"109350-2d39afa6defd499797e91a852a4a8694","YHU","new york","LGA","2","true","2022-11-18 07:00:00","2022-12-12 07:00:00","0","Allegiant Air","40.64","-73.779","156.77"
"109405-bd15f444b2784917b8c04247bd22dcf8","LNK","winnipeg","YWG","2","true","2022-11-21 15:00:00","2022-11-25 15:00:00","1","United Airlines","50.056","-97.032","382.75"
"109697-0bfaff9b48794ef7866e60a27d501f0e","YVR","new york","LGA","4","true","2022-11-20 15:00:00","2022-11-22 15:00:00","0","United Airlines","40.64","-73.779","2886.5"
"111082-66b1e7adbab74557ae3c9aa819542880","HOU","new york","JFK","1","true","2022-11-17 14:00:00","2022-11-27 14:00:00","0","Air France","40.64","-73.779","400.96"
"111595-5a993cefe1dc4a0eaa87629a281a477c","YHU","tucson","TUS","1","true","2022-11-17 07:00:00","2022-11-21 07:00:00","0","AirTran Airways","32.166","-110.883","596.59"
"111678-5146a946e83d40048cbb001cad9d75ac","YYJ","san francisco","SFO","2","true","2022-11-16 11:00:00","2022-11-18 11:00:00","0","Sun Country Airlines","37.619","-122.375","397.78"
"111775-5ebdea1c5ca84b729d684d0985add201","POB","philadelphia","PNE","1","true","2022-11-23 15:00:00","2022-11-28 15:00:00","1","American Airlines","39.872","-75.241","119.89"
"112072-a88ac9330cfd41458b03bc70476a3913","MKE","austin","AUS","1","true","2022-11-19 14:00:00","2022-11-24 14:00:00","0","American Airlines","30.194","-97.67","294.33"
"112190-13f4036a4cc643cead9cd3cdf6ff07eb","NZY","toronto","YZD","2","true","2022-11-23 13:00:00","2022-12-06 13:00:00","1","Delta Air Lines","43.862","-79.37","1295.98"
"112243-b7733f967b624dd98e6957dce7b89893","EFD","los angeles","LAX","1","true","2022-11-21 07:00:00","2022-11-23 07:00:00","0","Alaska Airlines","33.942","-118.408","445.91"
"112412-5f1a06985a2943b18f4150ca69952fbc","MEM","denver","DEN","1","true","2022-11-18 10:00:00","2022-11-23 10:00:00","0","United Airlines","39.858","-104.667","274.52"
"112686-86130d429ec640518611a6a44eefc302","MSP","houston","HOU","1","true","2022-11-20 12:00:00","2022-11-21 12:00:00","1","Southwest Airlines","29.607","-95.159","315.36"
"112793-ec15afc7006e419484c19bc2c5d1c99f","BRO","montreal","YHU","1","true","2022-11-18 15:00:00","2022-11-22 15:00:00","0","United Airlines","45.517","-73.417","538.82"
"112971-0e911c4350f24db3840fbdc62cd872d6","LGA","seattle","SEA","1","true","2022-11-15 07:00:00","2022-11-18 07:00:00","1","JetBlue Airways","47.53","-122.302","734.13"
"113085-159d52d6acac4f0e9641b07e7b208804","YEG","new york","JFK","3","true","2022-11-23 11:00:00","2022-11-25 11:00:00","0","Delta Air Lines","40.64","-73.779","1631.2"
"113236-47c1fdc39fd248fb8df9830baffc0d14","YND","los angeles","LAX","1","true","2022-11-21 07:00:00","2022-11-24 07:00:00","1","Alaska Airlines","33.942","-118.408","712.44"
"113298-7405c2e0e72f4bf4b95f7a1947b77bda","TIK","san antonio","SKF","3","true","2022-11-17 11:00:00","2022-11-22 11:00:00","1","Ryanair","29.529","-98.279","342.02"
"113518-83e76f3742de447cab41aaf06f8ee68a","YMX","new york","LGA","1","false","2022-11-18 14:00:00","","0","American Airlines","40.64","-73.779","48.86"
"113919-fa6c013c37464337852834489239cfaa","PHL","denver","DEN","2","true","2022-11-16 15:00:00","2022-11-20 15:00:00","1","United Airlines","39.858","-104.667","949.15"
"114473-ca5dc3f2389c4bc091beab9e3a516be9","FAT","vancouver","YVR","1","true","2022-11-18 08:00:00","2022-11-23 08:00:00","1","All Nippon Airways","49.195","-123.182","237.18"
"114476-16bdc9c4a171480bb7051ce1db0d392e","LGA","memphis","MEM","1","true","2022-11-22 14:00:00","2022-11-26 14:00:00","1","Allegiant Air","35.042","-89.977","235.5"
"115352-0ce011a0fefe40ee98d85bd28a743a06","TUS","philadelphia","PNE","2","true","2022-11-18 08:00:00","2022-11-25 08:00:00","0","American Airlines","39.872","-75.241","1350.71"
"115506-6840bfd1d0244df89552f4eb048af376","YHU","sydney","BWU","5","true","2023-02-04 15:00:00","2023-02-13 15:00:00","4","United Airlines","46.161","-60.048","871.5"
"116314-5c2edba728c0472094fd0ac9c30eac2e","LAX","indianapolis","IND","1","true","2022-11-21 07:00:00","2022-11-22 07:00:00","0","Southwest Airlines","39.717","-86.294","544.69"
"116662-e1fb891cdd3344d4b9ec32d10cbe4021","HOU","oklahoma city","TIK","1","true","2022-11-18 14:00:00","2022-11-23 14:00:00","1","United Airlines","35.393","-97.601","137.35"
"117140-c3f55f5b62c745c79132fe01d881accf","MDW","edmonton","YXD","3","true","2022-11-20 07:00:00","2022-11-22 07:00:00","2","American Airlines","53.667","-113.467","1260.54"
"117253-874acc2c4cef4b4b85811a96cf1aa48f","YHM","nashville","BNA","1","true","2022-11-21 13:00:00","2022-11-24 13:00:00","0","Delta Air Lines","36.124","-86.678","179.51"
"118291-bd544af113b340128c0579bf0efdb1fc","DET","new york","JFK","2","true","2022-11-16 12:00:00","2022-11-21 12:00:00","1","Delta Air Lines","40.64","-73.779","298.79"
