"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"339426-2d82d98e841148a797f10488f2b33ce5","Rosewood - hong kong","11","1","2023-10-17 02:42:23.535","2023-10-28 11:00:00","191"
"339516-aee10f32bae5426e95195b0bec1a57c8","Conrad  - edmonton","8","1","2023-06-01 11:00:00","2023-06-09 11:00:00","157"
"339679-75daf8b4cc3f4841b6f14e0ea8830f28","Crowne Plaza - montreal","10","2","2023-06-07 16:58:41.205","2023-06-18 11:00:00","44"
"340467-a89a5c4fccaa4d58a81d4553c011712f","Choice Hotels - dallas","11","1","2023-06-04 11:23:31.245","2023-06-15 11:00:00","69"
"342417-d1bf49c5e9674899b6a2eedb4d299c3f","Rosewood - los angeles","2","1","2023-06-09 20:57:24.3","2023-06-12 11:00:00","206"
"342432-4469cb5ed65042079c1b3067e147e84f","Wyndham - toronto","2","1","2023-06-07 15:11:41.91","2023-06-10 11:00:00","195"
"342482-6c3e0b5c852948be966a248d326614d7","Crowne Plaza - indianapolis","3","1","2023-06-04 10:20:02.715","2023-06-07 11:00:00","113"
"342535-02ed993275544800a740e886892f4277","Choice Hotels - calgary","12","1","2023-05-31 11:00:00","2023-06-12 11:00:00","236"
"342596-2c8bb250602d44c3bb21562b253c30c9","Shangri-La - hamilton","2","1","2023-06-03 11:30:20.295","2023-06-05 11:00:00","459"
"342929-27dd91a846f14904b6a8c37c19e87fae","Best Western - new york","15","1","2023-06-20 11:00:00","2023-07-05 11:00:00","153"
"342932-7b5ec4db82fa40de9861f23eb15a9218","Hyatt - new york","2","1","2023-06-06 12:41:55.725","2023-06-09 11:00:00","83"
"343506-f431c4d9c1dd4818ad8d46416f7f8fc1","Aman Resorts - los angeles","8","1","2023-06-05 19:19:57","2023-06-14 11:00:00","194"
"343614-15f85ec9e4e14fb39e956d7391dcf94d","Best Western - ottawa","3","1","2023-06-04 09:11:21.3","2023-06-07 11:00:00","199"
"343807-b01ba411e35c4c58957f78b7f91b26c5","Accor - dallas","3","1","2023-06-06 14:36:00.765","2023-06-10 11:00:00","555"
"344077-d07e6b413b184cad983ef027a8fb9a55","Marriott  - memphis","9","1","2023-06-07 10:45:22.59","2023-06-16 11:00:00","246"
"344394-bbf09dbf5fdd4cfea73d657e3d917695","Choice Hotels - los angeles","6","1","2023-06-01 11:00:00","2023-06-07 11:00:00","295"
"344469-05ff6bc646724fa49f2c458e84d30edc","Best Western - chicago","3","1","2023-06-07 13:28:04.89","2023-06-11 11:00:00","131"
"345375-03ef4abda66847f29e6ab035386a3f54","Aman Resorts - new york","11","1","2023-06-06 11:00:00","2023-06-17 11:00:00","335"
"346130-e3ca2db2f77945bcbb86b1fbeee5707c","Aman Resorts - indianapolis","5","1","2023-06-06 20:59:17.565","2023-06-12 11:00:00","144"
"346207-92698e6ddf2346df8bb167fa1343957e","Starwood  - houston","5","1","2023-06-07 12:22:32.52","2023-06-13 11:00:00","157"
"347385-2e1a61e816f04edb9d4ddc84b58f8f72","Starwood  - memphis","4","1","2023-05-29 11:00:00","2023-06-02 11:00:00","112"
"347443-19b1ac83d7a6477cae84303ad4df8f33","Shangri-La - los angeles","2","2","2023-06-10 16:28:30.09","2023-06-13 11:00:00","196"
"347576-ca114f5d6b774d23b277ee1bffa45c76","Marriott  - prague","7","1","2023-10-16 23:11:00.285","2023-10-24 11:00:00","113"
"347596-33de3a02019b46ba880cc7b98472498e","Best Western - los angeles","5","2","2023-06-01 11:00:00","2023-06-06 11:00:00","94"
"347774-0b8b80ea38244a2ba58f78166a7e10bc","Extended Stay  - houston","2","1","2023-06-03 21:00:57.87","2023-06-06 11:00:00","320"
"348200-824e08d526fb4838acccd6eb96a7620c","Conrad  - vancouver","6","1","2023-06-05 18:54:45.945","2023-06-12 11:00:00","56"
"348311-f9b9a40078904202a34bf8a398b9f98c","Hilton - nashville","3","1","2023-06-02 12:32:04.785","2023-06-06 11:00:00","121"
"348660-e814fd9f9e804ba7bbe932a0a118d3a8","Wyndham - philadelphia","5","2","2023-06-23 11:00:00","2023-06-28 11:00:00","111"
"349431-b66f650ce770409ebd812c8e007e1619","Shangri-La - los angeles","2","2","2023-06-02 19:54:17.235","2023-06-05 11:00:00","142"
"349574-6306941524774e73b8b584f953d85dcd","Hyatt - montreal","3","1","2023-06-04 19:54:21.06","2023-06-08 11:00:00","137"
"349615-fcdd148298b343c3aa6e7496e8f91269","Wyndham - los angeles","2","1","2023-06-03 20:30:05.49","2023-06-06 11:00:00","97"
"349877-b2179120f5dc4dc0bc39135925516aec","Extended Stay  - jacksonville","4","1","2023-06-07 15:49:18.12","2023-06-12 11:00:00","103"
"350060-8aaf7f5b1eb54ddd9a6d784bbe97e071","Accor - new york","4","1","2023-06-05 16:57:17.775","2023-06-10 11:00:00","550"
"350109-b755e11395cc4326963c0a69cc8d68fa","Aman Resorts - philadelphia","3","1","2023-06-28 11:00:00","2023-07-01 11:00:00","88"
"350139-84995d1f32ff49acbac21a93c422d9a1","NH Hotel  - ottawa","1","1","2023-06-08 16:52:55.875","2023-06-10 11:00:00","115"
"350309-0dacb96859f248debcd8ff96776e689f","Extended Stay  - new york","1","1","2023-06-06 21:14:40.38","2023-06-08 11:00:00","132"
"350483-4d0ecd195f3c4358842e9c19f007ed87","Best Western - houston","1","1","2023-06-07 09:29:35.61","2023-06-08 11:00:00","80"
"351645-a9f7fc02f593408bbf2547bc7e550beb","Shangri-La - seattle","2","1","2023-06-05 19:50:19.275","2023-06-08 11:00:00","262"
"351878-d1a2874bf8dc4e1b8268fc3f942ce1d8","Four Seasons - los angeles","3","2","2023-06-05 18:02:03.48","2023-06-09 11:00:00","239"
"352057-0ea9c1b9a02f41d3ab5957bbee9e7013","Marriott  - new york","2","1","2023-06-03 13:58:03.945","2023-06-06 11:00:00","88"
"353044-9e798e2b1d8443a48fc6f68a5de3bc0a","Best Western - washington","0","1","2023-06-04 10:16:24.915","2023-06-04 11:00:00","184"
"353114-3fcb6aa57925494194376b740e32b057","Radisson  - toronto","1","1","2023-06-02 15:03:58.725","2023-06-04 11:00:00","313"
"353308-c032da099324460d8e5f068f23ab45d6","Hyatt - calgary","2","1","2023-06-07 11:02:53.025","2023-06-09 11:00:00","97"
"353384-aea0522b56a64982a0d427538acc1e07","Accor - boston","3","1","2023-06-03 10:22:14.97","2023-06-06 11:00:00","186"
"353815-5bb68c701b1c4b5c9301032e0fec1b8a","Radisson  - louisville","1","3","2023-06-06 14:36:04.455","2023-06-08 11:00:00","130"
"354607-d439e72d6dca48a9843e58797e606032","Starwood  - los angeles","6","1","2023-06-01 11:00:00","2023-06-07 11:00:00","46"
"354937-12543f488b994f8fb6af03d00a832baa","Rosewood - new york","2","2","2023-06-04 19:05:46.995","2023-06-07 11:00:00","53"
"355029-9037a6d5951d42a0929d469ffbd2b473","Conrad  - san diego","3","1","2023-06-12 11:00:00","2023-06-15 11:00:00","62"
"355197-7989dab6a2464a948e042972d0a616a2","Aman Resorts - new york","1","1","2023-06-04 15:28:04.89","2023-06-06 11:00:00","187"
"356397-a0d1ad0d64a145d48f31e34e461d8e09","Accor - houston","7","2","2023-06-08 11:00:00","2023-06-15 11:00:00","133"
"357640-8fd758d9d7ee449bbbe95bdbf31413a4","Hilton - boston","1","1","2023-06-03 14:31:09.21","2023-06-05 11:00:00","425"
"357949-f21f835d14c8472cb9285e089705444b","NH Hotel  - indianapolis","9","1","2023-06-06 11:00:00","2023-06-15 11:00:00","196"
"358017-0948c486b62b4d499c6acd7e6a16c537","Choice Hotels - quebec","4","1","2023-06-04 14:16:44.58","2023-06-09 11:00:00","41"
"358372-cdaefb9a097b4286a17c80f83b7c46f2","Crowne Plaza - new york","3","1","2023-06-03 18:28:41.655","2023-06-07 11:00:00","262"
"358417-8d0b47c0d1024540b64f5919d9f76a8c","Crowne Plaza - detroit","1","1","2023-06-03 12:54:42.57","2023-06-05 11:00:00","57"
"358547-38e810bc4f9346c8ba29417efbb11177","Aman Resorts - houston","5","2","2023-07-03 11:00:00","2023-07-08 11:00:00","100"
"358658-9af5e19732294b018a1f4ed4608a62ac","Shangri-La - new york","18","1","2023-06-06 11:00:00","2023-06-24 11:00:00","189"
"358799-759d6661bf04437a96cfe974aafd49b1","Shangri-La - jacksonville","-1","1","2023-06-03 14:40:41.835","2023-06-03 11:00:00","290"
"359002-b09ae15708d84ac88a0879041e535d51","Radisson  - san diego","9","1","2023-06-11 11:00:00","2023-06-20 11:00:00","171"
"359094-fcb3ae012f834ee9bac9fb727d3e45c1","Wyndham - nashville","7","1","2023-06-04 15:24:07.47","2023-06-12 11:00:00","286"
"359227-d9f0a05e82ac4cb28a43bd7deefa036d","Rosewood - austin","1","1","2023-06-07 10:07:27.03","2023-06-08 11:00:00","234"
"359816-b22d5e76360d4853b1df604de2062cfe","Shangri-La - san antonio","1","1","2023-06-03 16:47:28.68","2023-06-05 11:00:00","119"
"360073-92831ff5ed094d8294ca96d537cc43d3","Four Seasons - louisville","2","1","2023-06-03 12:08:50.415","2023-06-06 11:00:00","318"
"360413-b86aadfe47ee47d390108381639fb516","Rosewood - los angeles","5","1","2023-06-01 10:25:15.42","2023-06-06 11:00:00","117"
"360466-5ec9ed2779a145f288ea5fba06d0d88d","Rosewood - new york","2","1","2023-06-04 17:41:55.725","2023-06-07 11:00:00","66"
"361196-bf045e2d5db043a19b58dd5ebcec027d","Best Western - vancouver","0","1","2023-06-03 22:21:56.565","2023-06-04 11:00:00","112"
"361292-80a7c22a38fe420db033f1121ff38ae6","Extended Stay  - chicago","6","2","2023-06-03 14:31:46.245","2023-06-10 11:00:00","245"
"361558-3bcf5563a7f74192bb0b7bb48fd4b546","Best Western - miami","13","1","2023-12-11 14:32:07.35","2023-12-25 11:00:00","78"
"361656-e74553c1b4f44467b416e1358c6c3f7d","Conrad  - vancouver","5","1","2023-06-06 14:57:30.51","2023-06-12 11:00:00","441"
"361721-830c85dad74045658d5d56ff1aaa2300","NH Hotel  - los angeles","2","1","2023-06-03 19:11:11.985","2023-06-06 11:00:00","73"
"362156-319cc7f66c9a4965a83ee50893a83ac7","Banyan Tree  - toronto","4","1","2023-06-03 09:54:24.165","2023-06-07 11:00:00","136"
"362201-8f1058878a6b4d668b7376cc5dfaee4c","Conrad  - toronto","3","1","2023-06-04 13:13:24.87","2023-06-08 11:00:00","39"
"362769-e520755a3fa244fd93e88dfbd640bcda","Aman Resorts - san diego","7","1","2023-06-07 09:34:27.615","2023-06-14 11:00:00","137"
"363253-0c61764cd5a94a24b8a7848a4963eb60","Banyan Tree  - chicago","4","1","2023-06-04 10:28:04.89","2023-06-08 11:00:00","80"
"363569-9036ca6fd20a4b6fa73bb861f3e9b0a3","Four Seasons - san diego","9","2","2023-06-13 11:00:00","2023-06-22 11:00:00","28"
"364125-e4534b9d23cc4d3da656eafb5b22f448","Radisson  - new york","4","1","2023-06-04 14:21:21.42","2023-06-09 11:00:00","445"
"364340-ede6167a2ceb47aaa5cd9648183e208b","Crowne Plaza - toronto","2","1","2023-06-07 09:41:30.66","2023-06-09 11:00:00","100"
"365374-14a39601fc1b4058b47a5b0a26e44b76","Starwood  - calgary","3","1","2023-06-02 14:35:53.385","2023-06-06 11:00:00","111"
"365451-5387e5c3cafb49ba9aaf09311246bd47","Radisson  - phoenix","4","1","2023-07-03 11:00:00","2023-07-07 11:00:00","232"
"365730-2419974b16ad43dd815beab78b003adb","Radisson  - san diego","5","2","2023-05-31 11:00:00","2023-06-05 11:00:00","168"
"365853-b3b2aaa28aaf44f9882600c035737e4a","Choice Hotels - chicago","1","1","2023-06-05 12:09:31.77","2023-06-07 11:00:00","57"
"365988-191da43dcf9f45d58c8d0c5e7c350333","Extended Stay  - san francisco","22","3","2023-06-04 11:00:00","2023-06-26 11:00:00","158"
"366408-76875abd07894d5fb3c6824e020d26cd","Hyatt - new york","10","2","2023-06-05 19:03:25.92","2023-06-16 11:00:00","192"
"366668-3ff90f1eb3534db788226ca3c82f4c38","Extended Stay  - toronto","2","1","2023-06-08 13:46:07.995","2023-06-11 11:00:00","132"
"366796-474674726d134fedac5f921328f91bd1","Fairmont - austin","3","1","2023-06-09 11:35:37.95","2023-06-12 11:00:00","765"
"367177-a5728dd5bf64438ebc2c59b07738b39b","Best Western - vancouver","2","1","2023-06-04 18:32:20.805","2023-06-07 11:00:00","80"
"367657-9bb6209d835840f6ae52d8c1ff406f84","Accor - los angeles","2","1","2023-06-06 21:19:17.715","2023-06-09 11:00:00","993"
"367725-616483e45c7c4336b23066bf096567e2","Choice Hotels - san antonio","5","1","2023-06-10 14:07:04.935","2023-06-16 11:00:00","116"
"367975-359e963e83b54b3c858a81350794cb1d","Aman Resorts - san antonio","1","2","2023-06-02 11:01:06.24","2023-06-03 11:00:00","182"
"368391-a9813db0f98b48619595d658630740f9","Banyan Tree  - houston","1","2","2023-06-08 11:51:43.2","2023-06-09 11:00:00","158"
"368444-47f6e41bd2814b9cb21aca5d40f4dbf7","NH Hotel  - austin","7","1","2023-06-09 21:03:16.425","2023-06-17 11:00:00","94"
"368966-2f2621a3a9b34bedb14890ae62330d21","Banyan Tree  - fort worth","0","1","2023-06-06 13:30:24.03","2023-06-07 11:00:00","95"
"369145-400ab5799a5b4c509df293b7fdadfed3","Aman Resorts - san antonio","4","2","2023-06-01 11:00:00","2023-06-05 11:00:00","264"
"369511-c17873f7dcff49018c5d98ca7936f228","Conrad  - los angeles","1","2","2023-06-05 20:54:26.19","2023-06-07 11:00:00","104"
"370203-cf29d12a731d4d2996d1e878f3c30127","Aman Resorts - vancouver","3","1","2023-05-30 11:00:00","2023-06-02 11:00:00","84"
"370487-b4dcd3ff88fc4f7698696454d2d7cb33","Conrad  - toronto","1","1","2023-06-06 15:22:58.575","2023-06-08 11:00:00","165"
"370494-59bc16bcd1354038bb23c4db3271006a","Banyan Tree  - tucson","4","1","2023-06-02 16:54:25.83","2023-06-07 11:00:00","184"
"370878-10f2f5567bdc406396fa926409e68bcd","Best Western - edmonton","8","1","2023-06-07 14:47:49.875","2023-06-16 11:00:00","156"
"371710-cd5baabe43db425e958c03db3e88c550","Aman Resorts - quebec","3","1","2023-06-05 10:53:14.145","2023-06-08 11:00:00","305"
"372250-4d7619f1eb1a48d59f6d889823849f92","Accor - washington","5","1","2023-06-05 13:34:23.16","2023-06-11 11:00:00","139"
"372712-7d3fea675eb744919408cd0acf388402","Crowne Plaza - quebec","2","2","2023-06-02 11:42:13.95","2023-06-04 11:00:00","281"
"372800-f717a6a9881b4b9c9e32a89118e55e5b","Extended Stay  - san antonio","2","1","2023-06-03 12:27:09.855","2023-06-06 11:00:00","130"
"372965-704e388705984a86a11b6b997fd031e5","Best Western - montreal","3","1","2023-06-08 13:59:51.54","2023-06-12 11:00:00","172"
"373552-7f6723ab7e844a4a899ad35bf66e90ce","Best Western - calgary","2","1","2023-06-06 13:02:53.025","2023-06-09 11:00:00","110"
"373758-599a4c0b21094d5abfba90e9606d8b41","Four Seasons - nashville","27","1","2023-06-05 11:00:00","2023-07-02 11:00:00","141"
"373972-59cc58aaa7244ff191a3cce54a617c71","Extended Stay  - phoenix","13","2","2023-06-02 11:00:00","2023-06-15 11:00:00","97"
"374531-36e655dab1234a599e51c6b01ad762c5","Radisson  - columbus","2","1","2023-06-03 12:59:03.795","2023-06-06 11:00:00","82"
"374676-75f1edbad4544a069e7f8770fb6eaa89","Choice Hotels - philadelphia","6","1","2023-06-07 18:41:59.82","2023-06-14 11:00:00","339"
"374888-aef98f6710924aaa98a9a9c61d6652bf","Marriott  - toronto","4","1","2023-06-01 15:40:20.64","2023-06-06 11:00:00","165"
"375012-f08c991e9a1f48eb9511d00d0e83b152","Marriott  - jacksonville","3","1","2023-06-07 13:31:22.845","2023-06-11 11:00:00","538"
"375101-18016a692e5a4f3f984dd0edc3deff1a","Aman Resorts - jacksonville","3","1","2023-06-06 13:47:04.74","2023-06-10 11:00:00","92"
"375178-c025b477e9194869891d76edddae932b","Aman Resorts - seattle","5","1","2023-06-08 18:07:51.33","2023-06-14 11:00:00","74"
"375219-29d2173f6b4e45cc8610a96affbfb4d4","Four Seasons - columbus","2","1","2023-06-06 10:58:59.34","2023-06-08 11:00:00","217"
"375346-32fbe5886bda42c0a4d491fac0042761","Hilton - new york","5","1","2023-06-10 11:00:00","2023-06-15 11:00:00","326"
"375488-6ebb8613f1b4449e8e0b91ba30fe07cc","Fairmont - phoenix","2","1","2023-06-04 20:49:35.445","2023-06-07 11:00:00","171"
"375999-e700e03e9eaf40ad8e04de5c22606eba","Marriott  - san jose","5","1","2023-06-04 13:53:38.4","2023-06-10 11:00:00","55"
"376334-4028e365b0394c5589f9e6308b4d06ae","InterContinental  - chicago","4","1","2023-05-31 11:00:00","2023-06-04 11:00:00","81"
"376507-579c75ca8ff746cfb705f743be4f24db","InterContinental  - new york","2","2","2023-06-05 15:43:37.065","2023-06-08 11:00:00","161"
"377329-f09175f948b94cb08cb10b546a5705d9","Starwood  - rome","12","1","2024-01-08 20:45:15.075","2024-01-21 11:00:00","100"
"377560-ed6d5e2536ac407aafec8ab82532f039","Banyan Tree  - detroit","13","1","2024-02-05 09:20:07.215","2024-02-18 11:00:00","307"
"377572-c89cafaa8b8441f0a9e33aec5b7e8ef1","Extended Stay  - new york","9","3","2023-06-02 11:00:00","2023-06-11 11:00:00","295"
"377995-90534fca1e294db8809baa8fe5848c69","Radisson  - columbus","1","1","2023-06-07 13:55:43.32","2023-06-09 11:00:00","211"
"378589-3518ef9545ea432c8ff16c760222910b","Hilton - louisville","6","1","2023-06-06 10:19:04.89","2023-06-12 11:00:00","257"
"379335-23c522b877c9455d960d7c509e8f3735","Accor - new york","0","1","2023-06-08 12:09:06.435","2023-06-09 11:00:00","223"
"379435-1ef8b1385eb240889ba8123ab16ad31f","Hyatt - phoenix","1","1","2023-06-07 15:39:44.19","2023-06-09 11:00:00","42"
"379548-91009aeaeaaf4e9f9d98e03a333b4c8f","Fairmont - chicago","1","1","2023-06-05 10:10:58.53","2023-06-06 11:00:00","84"
"379675-0c3a02840fc546e2b0b17a9659ff1788","Hilton - louisville","6","1","2023-06-09 17:34:23.25","2023-06-16 11:00:00","251"
"380294-0d2fc137243b4b6797ef274463dffb57","Accor - quebec","9","1","2023-06-07 17:53:50.64","2023-06-17 11:00:00","441"
"380335-8b7b3818164c4130ad736e281b783972","Choice Hotels - new york","2","1","2023-06-02 14:58:03.945","2023-06-05 11:00:00","83"
"380491-2cd980967c6f4f9fbbe4c274d5ef8f65","Radisson  - ottawa","0","1","2023-06-07 15:39:27.54","2023-06-08 11:00:00","204"
"380560-a484dc406c3f46dba34cbecee02dabac","Radisson  - los angeles","5","1","2023-06-04 13:58:03.945","2023-06-10 11:00:00","99"
"380591-a494820ef2534d9e86050eb48137c2bc","Rosewood - new york","5","1","2023-06-01 11:00:00","2023-06-06 11:00:00","272"
"380615-5383c2cc0bb64c7e8e9404e95083c862","Four Seasons - bangkok","8","1","2023-12-12 08:46:20.01","2023-12-20 11:00:00","124"
"380676-a5c1a71e67ba4a0e932686a2748522a5","Starwood  - el paso","1","1","2023-06-05 10:40:27.075","2023-06-06 11:00:00","111"
"381794-63c5899fb16c4f8cab6861ba5c4f941d","Banyan Tree  - san antonio","1","1","2023-06-03 13:24:58.815","2023-06-05 11:00:00","81"
"381917-685b672ea38941c1b8ab21bc44b0ea30","Choice Hotels - san francisco","8","1","2023-06-07 20:09:11.835","2023-06-16 11:00:00","131"
"382234-e3d3c466a19b4dfb84250e35d8d2a84b","Banyan Tree  - seattle","11","2","2023-06-04 11:00:00","2023-06-15 11:00:00","95"
"382385-3cffefc61d4045659fa011dd99453a0c","Hilton - montreal","2","1","2023-06-04 17:58:16.59","2023-06-07 11:00:00","165"
"383110-5bfb87eb34ee4e46ab0859323e502d9e","Radisson  - new york","2","1","2023-06-05 11:03:48.825","2023-06-07 11:00:00","83"
"383144-3bef23065a6b405cae464b0f05418cd0","Starwood  - san antonio","8","1","2023-06-03 11:00:00","2023-06-11 11:00:00","69"
"383866-d6e1c9112e934852834663b4bb89e73f","Radisson  - los angeles","13","1","2023-06-05 11:00:00","2023-06-18 11:00:00","86"
"384123-b36fecb5b3f7456cb127d5d9e9f410bd","Accor - los angeles","4","1","2023-06-02 21:12:23.85","2023-06-07 11:00:00","69"
"384370-82e5c00c8d75401aa13542284ead5015","Aman Resorts - louisville","2","1","2023-06-03 12:42:22.545","2023-06-06 11:00:00","335"
"384732-8484d21491ab45bfb4e5a76018015356","Shangri-La - new york","1","2","2023-06-05 10:28:04.89","2023-06-06 11:00:00","50"
"384765-c6395544646347d985e8ab20f8e9b0e6","Choice Hotels - los angeles","12","1","2023-06-05 11:00:00","2023-06-17 11:00:00","102"
"384808-0559d64b3cb94c76bc4a4ab47f538ed1","Four Seasons - calgary","7","1","2023-06-04 17:02:02.085","2023-06-12 11:00:00","72"
"384859-e1452b9863c5499aa57add8b4c065d44","Best Western - chicago","1","1","2023-06-04 11:48:44.415","2023-06-05 11:00:00","61"
"384931-bc8f8c8451874b4ba3fdc2baa3854fe3","Hyatt - detroit","1","1","2023-06-04 13:03:32.22","2023-06-06 11:00:00","390"
"385483-13647067820d44e5b3224a8419cc124f","Aman Resorts - nashville","2","1","2023-06-08 11:56:45.96","2023-06-10 11:00:00","90"
"385484-6bce0134c78e4100a71a643d36fab4f1","Four Seasons - quebec","0","1","2023-06-04 14:12:01.215","2023-06-05 11:00:00","103"
"387505-d1606b3d701f47a1adeba47da37d9bfd","Crowne Plaza - new york","1","1","2023-06-08 09:42:07.785","2023-06-09 11:00:00","222"
"387507-0e000047ae874c13a6e8a9b7c9f69ca5","Aman Resorts - dallas","13","2","2023-06-04 11:00:00","2023-06-17 11:00:00","78"
"388271-a3d033d79f254c2cad33bb7ede06b4a1","Starwood  - san jose","6","2","2023-06-06 11:00:00","2023-06-12 11:00:00","227"
"388300-9f97e74733f74f53b9f9581a5e64e58c","Rosewood - new york","9","1","2023-06-07 21:05:47.58","2023-06-17 11:00:00","69"
"388378-5d89fa9b58b04730bae81c25a008ba9f","Aman Resorts - montreal","4","1","2023-06-01 13:58:35.175","2023-06-06 11:00:00","135"
"388949-2be43b7ff5d1430a898a5542373e9084","InterContinental  - munich","7","1","2023-10-16 02:51:05.22","2023-10-23 11:00:00","451"
"389285-106814867f8f4ac486d2547b9d9be971","Extended Stay  - edmonton","2","1","2023-06-06 19:23:29.4","2023-06-09 11:00:00","115"
"389300-7a0d5e43e3eb42688d273a21ecda0d8b","Accor - toronto","4","1","2023-06-02 11:00:00","2023-06-06 11:00:00","102"
"389326-1f13dcd3a18244b1b7891623817af037","Four Seasons - new york","0","1","2023-06-07 09:58:09.975","2023-06-07 11:00:00","162"
"390990-d550d74b2b5d4c5fb2712362075e7af9","Marriott  - louisville","2","1","2023-06-06 10:27:14.175","2023-06-08 11:00:00","78"
"391414-4b60ce8dafad45d8b222abf98ab6396e","Four Seasons - houston","4","1","2023-06-05 11:36:09.99","2023-06-09 11:00:00","246"
"391459-9aa9d22243df421680dcafec5fef3be5","Radisson  - fort worth","3","1","2023-06-02 14:29:15.72","2023-06-06 11:00:00","228"
"391829-7e5a70a5b8ef4ebb9be5e9ca258fc7a6","Crowne Plaza - los angeles","1","1","2023-06-05 16:38:28.185","2023-06-07 11:00:00","242"
"391910-7be944d157e14e1fbbcc24f46c6d4e97","Four Seasons - los angeles","3","1","2023-06-03 09:37:10.74","2023-06-06 11:00:00","422"
"391929-2523e20fc7374ad49cd31f2c06d99bda","Conrad  - tucson","2","1","2023-06-04 10:37:17.895","2023-06-06 11:00:00","89"
"392214-cceaa617eb704461899bdfe98f1634ef","Banyan Tree  - toronto","12","1","2023-06-01 11:00:00","2023-06-13 11:00:00","129"
"392641-09981e8f7e0a42e2a35bcffe65ba7c46","InterContinental  - san antonio","2","1","2023-06-08 15:56:27.195","2023-06-11 11:00:00","176"
"392839-a5d694ae507144869e005f741b0e3a1a","Starwood  - phoenix","2","1","2023-06-04 10:44:55.545","2023-06-06 11:00:00","48"
"392887-1c17a5c54bef47b89b91f4ee47e6d1c1","InterContinental  - washington","4","1","2023-06-04 09:25:39.81","2023-06-08 11:00:00","259"
"392961-289a54663c284c598164384cb2486764","InterContinental  - philadelphia","6","1","2023-05-31 11:00:00","2023-06-06 11:00:00","128"
"393232-4088344f28244726bd156c48099113db","Crowne Plaza - chicago","10","1","2023-06-16 11:00:00","2023-06-26 11:00:00","108"
"393566-4dcadcbb59ec42229631b4da970a30aa","Shangri-La - new york","0","1","2023-06-04 15:49:54.57","2023-06-05 11:00:00","245"
"393787-edd8334a2ba744ffaf4d40c090e028f4","Banyan Tree  - houston","4","2","2023-06-05 19:00:57.87","2023-06-10 11:00:00","596"
"394321-6cdb834a08ff416ba23fa8ec88242e41","Aman Resorts - winnipeg","2","1","2023-06-05 10:16:46.965","2023-06-07 11:00:00","311"
"394529-91651e33bbfc4a069e44bb0c35f95c6a","Banyan Tree  - san diego","4","2","2023-06-06 11:00:00","2023-06-10 11:00:00","221"
"394543-b88b4574bb6b4f4da40293c70a0fb742","Marriott  - hamilton","1","1","2023-06-04 11:30:20.295","2023-06-05 11:00:00","195"
"395158-69249cce96f54d4ab24f053ff331cb98","NH Hotel  - boston","6","1","2023-06-01 12:13:33.375","2023-06-08 11:00:00","67"
"395656-9ba04001ce654d30be543c1f87b479e5","Best Western - indianapolis","5","1","2023-06-07 09:19:33.51","2023-06-12 11:00:00","325"
"395812-5822f33940834c52b5bb8c1317a1d714","Aman Resorts - portland","8","1","2023-06-02 11:00:00","2023-06-10 11:00:00","121"
"395876-8e93a8b1b26e4317880300571db91ada","Choice Hotels - las vegas","12","1","2023-06-01 11:27:14.04","2023-06-13 11:00:00","349"
"395951-ba6d1c1657d54245a7fd7e3052855e9c","Radisson  - philadelphia","3","2","2023-06-06 10:20:28.095","2023-06-09 11:00:00","187"
"396603-0a2fef80bc8943c1abbe7d725e5039ae","NH Hotel  - boston","5","1","2023-06-03 12:31:30.945","2023-06-09 11:00:00","46"
"397745-d3c9465c130e49b1a348fe263e8e3d5a","NH Hotel  - louisville","6","1","2023-06-04 09:41:48.705","2023-06-10 11:00:00","148"
"398039-a06fe9375fa74ef886bd1aac3d62f41e","Conrad  - dallas","9","2","2023-06-13 11:00:00","2023-06-22 11:00:00","200"
"398776-da0d0c4bd8054213ab92bbcfd01d1a9a","Starwood  - montreal","3","1","2023-06-05 21:36:33.345","2023-06-09 11:00:00","83"
"399921-a7f56cef9c9340619a7f25615ac2916b","Best Western - vancouver","1","1","2023-06-06 22:53:40.515","2023-06-08 11:00:00","489"
"400517-ddc8ad15fb084a03be5651b8a1cf370f","Best Western - austin","1","1","2023-06-04 12:18:38.565","2023-06-06 11:00:00","130"
"401317-86cecac50a3e41f9aa27a6922af091d6","Wyndham - seattle","1","1","2023-06-06 18:07:47.775","2023-06-08 11:00:00","198"
"402344-da56d2e5a98a43c5a0ba7b5165e9af8d","InterContinental  - new york","10","1","2024-03-04 19:20:02.715","2024-03-15 11:00:00","154"
"402387-dfc161d57ab7480d9cc5799892403287","Starwood  - indianapolis","10","2","2023-06-04 11:00:00","2023-06-14 11:00:00","315"
"403482-1574e252aa324d54a6052860bbde9b54","Rosewood - bangkok","14","1","2024-01-08 11:06:26.685","2024-01-22 11:00:00","358"
"403816-4cf74429afc0448381d46674de724d7d","Wyndham - washington","7","1","2023-06-10 09:39:56.97","2023-06-17 11:00:00","105"
"403964-3f094cc35c4f467aa263c3abf994687f","Extended Stay  - kuala lumpur","15","1","2024-03-05 15:37:34.275","2024-03-21 11:00:00","155"
"404310-d7f4e4c66c0a4926b01fc291acdccfc2","NH Hotel  - seattle","0","1","2023-06-03 12:58:18.75","2023-06-04 11:00:00","56"
