"session_id","user_id","trip_id","session_start","session_end","flight_discount","hotel_discount","flight_discount_amount","hotel_discount_amount","flight_booked","hotel_booked","page_clicks","cancellation"
"422027-18edf109627b4752b68728ca6932e529","422027","422027-8cc03d807e8c4bacb93d16feacd4d741","2023-03-10 09:30:00","2023-03-10 09:34:24","false","true","","0.05","true","false","36","false"
"422094-d7688384b74046cfb5347eb9b9d67c4a","422094","422094-b101888de9ac4e39b7f3e6bd631c8979","2023-03-10 02:14:00","2023-03-10 02:17:38","false","true","","0.05","true","true","29","false"
"422202-d2d81240cde4480983514fba80e2259f","422202","422202-fbe9380c8a974625827b93f9b3530524","2023-03-10 11:27:00","2023-03-10 11:29:47","false","false","","","true","true","22","false"
"422228-8da7c1804a014fedad958aacc1a386a2","422228","422228-36bd7b9797994ba3824e9352b7fcc464","2023-03-10 05:42:00","2023-03-10 05:46:05","false","false","","","true","true","33","false"
"422232-9cae0b50e51a49e2a916153f59844602","422232","","2023-03-10 22:53:00","2023-03-10 22:53:43","false","false","","","false","false","6","false"
"422324-58b49185adf040c3a6d474ad758b9883","422324","422324-e7527d1e34944b8ca9b312694ab55078","2023-03-10 18:48:00","2023-03-10 18:51:35","false","true","","0.15","true","true","29","false"
"422332-fdbbfe07718f43f7bc5d900eb98786f6","422332","","2023-03-10 21:18:00","2023-03-10 21:18:59","false","false","","","false","false","8","false"
"422343-86766bf5a418433c80561313fc9f2efd","422343","","2023-03-10 05:15:00","2023-03-10 05:15:45","false","false","","","false","false","6","false"
"422378-a91e6a9a2c544f79b72a5a95cb4859f5","422378","422378-8394b7bd5feb44dc916f3d15be79d6e7","2023-03-10 19:38:00","2023-03-10 19:42:48","true","false","0.2","","true","true","38","false"
"422429-0239733c26044a179fbb4f44384b1fed","422429","","2023-03-10 20:39:00","2023-03-10 20:40:58","false","false","","","false","false","16","false"
"422489-d63fad1006bf4eaaad5e5c1b245fda05","422489","","2023-03-10 16:28:00","2023-03-10 16:29:28","false","false","","","false","false","12","false"
"422491-d1e0ba1e3d7c4779ae293654a1c4a694","422491","","2023-03-10 17:32:00","2023-03-10 17:32:52","false","false","","","false","false","7","false"
"422503-7757045aad514011995e391ab61a77a9","422503","","2023-03-10 18:26:00","2023-03-10 18:29:10","true","true","0.1","0.1","false","false","25","false"
"422530-b0bb62638d2945739ab0571fc8b7e956","422530","422530-9925fd8a64424f62a03d6492fc820cc9","2023-03-10 18:38:00","2023-03-10 18:40:11","false","false","","","true","false","18","false"
"422862-a57e37d0a20a4d27bc44e0d2910d0844","422862","422862-5803d6be2f064386ad9c9f830bd0d0a2","2023-03-10 13:28:00","2023-03-10 13:31:53","false","false","","","true","true","31","false"
"422877-cb76369ba99b420d9c409538b54e845e","422877","","2023-03-10 01:47:00","2023-03-10 01:48:16","true","true","0.1","0.1","false","false","10","false"
"423011-2f4394b3d60946e9b6b1db9c21ae61bd","423011","423011-cd038c9cb4654e598e15c05f7e70eaa5","2023-03-10 20:31:00","2023-03-10 20:35:30","false","false","","","true","true","37","false"
"423045-183fe3b07bea4a5bb5ea01bbd654018c","423045","","2023-03-10 12:40:00","2023-03-10 12:40:16","false","false","","","false","false","2","false"
"423058-0c679ca82a104a99a3400c3ae2172ebf","423058","423058-cef02150925b49848ad86fd8834fee7b","2023-03-10 20:32:00","2023-03-10 20:34:13","false","false","","","true","true","18","false"
"423070-2e4d4c982926481c8d6ec1e1a84d376d","423070","423070-80cc39d04cd1445faf43b1b7fb392081","2023-03-10 12:49:00","2023-03-10 12:52:33","true","false","0.1","","true","true","28","false"
"423078-0b93b9a6e32144ffa42e3f4eef0b1531","423078","","2023-03-10 20:04:00","2023-03-10 20:05:42","false","true","","0.15","false","false","14","false"
"423144-f8608125c5a34b6887da967c941082f0","423144","","2023-03-10 22:48:00","2023-03-10 22:49:08","false","false","","","false","false","9","false"
"423146-d51891f0242c49a1bdd45dd2c39572a3","423146","423146-3a011e3380aa4ad1887fddd67b663367","2023-03-10 09:39:00","2023-03-10 09:41:49","false","false","","","true","true","23","false"
"423311-7b1d1d3260d741c283712e91deb80323","423311","","2023-03-10 14:10:00","2023-03-10 14:10:30","false","true","","0.15","false","false","4","false"
"423338-1dae21c4552a400d810b6ae6261b3bdc","423338","","2023-03-10 13:45:00","2023-03-10 13:46:52","false","false","","","false","false","15","false"
"423518-3e19a2a8ef164bcda591c85db4ce8818","423518","","2023-03-10 03:31:00","2023-03-10 03:33:02","false","false","","","false","false","16","false"
"423689-ba3c0601231d4ff496c96c165422d274","423689","","2023-03-10 20:33:00","2023-03-10 20:35:22","false","false","","","false","false","19","false"
"423719-93b12a44be2b47e2ae312c8e2b0e73ce","423719","423719-13215e9874d1499ca5799e1bdcc33aac","2023-03-10 11:53:00","2023-03-10 11:56:27","true","false","0.15","","true","true","27","false"
"423731-a8de4db71d644845a3898ad943f2f42f","423731","","2023-03-10 23:27:00","2023-03-10 23:36:53","false","false","","","false","false","81","false"
"423809-b6fa7b8b187642399e40d7c0893a1e0f","423809","423809-93a095f9aea14d3ca4fb90521bd97489","2023-03-10 20:12:00","2023-03-10 20:14:16","false","false","","","true","true","18","false"
"423832-dc35259e7897402f8e7380fa5cc55c0d","423832","","2023-03-10 12:45:00","2023-03-10 12:47:00","false","false","","","false","false","16","false"
"423940-e7c1d67a3dab427c82e235a12946af00","423940","423940-0a0173479dc14cf491b49a558c963a80","2023-03-10 18:35:00","2023-03-10 18:37:27","false","false","","","true","true","20","false"
"423986-e97f2bee512e44c692b3dcb393ddf8af","423986","","2023-03-10 17:13:00","2023-03-10 17:14:29","false","false","","","false","false","12","false"
"424074-c4512e83831c467c8f839595cf0f328e","424074","","2023-03-10 10:33:00","2023-03-10 10:34:17","true","false","0.35","","false","false","10","false"
"424119-57ae94c470b043e387463240e8632da6","424119","424119-8807c0c845dc46ad96ca09fc3ff92612","2023-03-10 09:04:00","2023-03-10 09:07:00","false","false","","","true","true","24","false"
"424138-e0573da42c6544f8a59d92e192e7db1c","424138","424138-59cf487316334efa977b6193d22d014a","2023-03-10 13:00:00","2023-03-10 13:02:33","true","false","0.2","","false","true","20","false"
"424257-f011f8b7db05470692f982554fcbe483","424257","424257-31ef2b2a22b840dc9e2d5c41c3b337c1","2023-03-10 18:05:00","2023-03-10 18:07:57","false","true","","0.1","true","true","24","false"
"424371-4337fa3116434af3b430ac625397affa","424371","","2023-03-10 13:49:00","2023-03-10 13:49:50","false","false","","","false","false","7","false"
"424404-8c5a8ac2f52249f6a3a572f2685a9de8","424404","","2023-03-10 19:31:00","2023-03-10 19:33:57","true","false","0.25","","false","false","23","false"
"424406-facb864fe4184876bd61f38ee3c8662c","424406","","2023-03-10 19:34:00","2023-03-10 19:34:14","false","false","","","false","false","2","false"
"424423-ae887bb4072b42ffb197e074cefb99d2","424423","424423-2219bb0675ae4c97a34ef2f7f8756794","2023-03-10 17:08:00","2023-03-10 17:10:54","false","false","","","true","true","23","false"
"424496-8ed241e72b9944cf84aa905bae2aa00d","424496","","2023-03-10 20:27:00","2023-03-10 20:27:23","false","false","","","false","false","3","false"
"424542-7dc20137896249c994908ea1f35a8636","424542","424542-8867388cece74be5b2b612852912923e","2023-03-10 12:04:00","2023-03-10 12:06:36","false","false","","","true","true","21","false"
"424615-570a855e5a774b1885d8d2dc23bca924","424615","424615-14b6629e150f4743bee02006fbdb8235","2023-03-10 03:41:00","2023-03-10 03:43:18","false","false","","","true","true","18","false"
"424655-9fd294e920d64718ad0093d4c0a5eb7a","424655","","2023-03-10 02:36:00","2023-03-10 02:36:23","false","false","","","false","false","3","false"
"424706-6ea52ea3799d401aa0c31ea15cf20d83","424706","","2023-03-10 09:05:00","2023-03-10 09:06:58","false","false","","","false","false","16","false"
"424744-eb0c3563c0ea415eab4437a376cde036","424744","","2023-03-10 20:29:00","2023-03-10 20:29:22","false","false","","","false","false","3","false"
"424771-da9a79764cda493bbd05c43409e8886a","424771","","2023-03-10 16:30:00","2023-03-10 16:30:46","false","false","","","false","false","6","false"
"424799-e7410c4ef7be488b8f0df69ed48b3d41","424799","","2023-03-10 19:22:00","2023-03-10 19:23:00","true","true","0.35","0.05","false","false","8","false"
"424801-05474a5055b543faacd3c8a52eb45956","424801","","2023-03-10 22:21:00","2023-03-10 22:22:41","true","false","0.2","","false","false","14","false"
"424900-dc2d90c5d9274875a54b3aedcd93e13b","424900","424900-e7da2cbd22694e88a539e89831260f3d","2023-03-10 21:07:00","2023-03-10 21:09:15","false","false","","","true","true","18","false"
"424909-25f89e2a0e934cfbab46010a6fd37836","424909","","2023-03-10 16:00:00","2023-03-10 16:01:20","false","false","","","false","false","11","false"
"425076-0cf1db7ece6c4b38bc429ec59000d6aa","425076","","2023-03-10 03:20:00","2023-03-10 03:21:42","false","false","","","false","false","14","false"
"425100-3eb0e9e6583e483a83f3e7c97b38eeab","425100","","2023-03-10 15:09:00","2023-03-10 15:10:00","true","false","0.15","","false","false","8","false"
"425163-22fc297031ea46619460421db887fadf","425163","425163-a02d3a9d37804b519369d6a694f86a15","2023-03-10 17:25:00","2023-03-10 17:28:28","false","true","","0.1","true","true","28","false"
"425178-80db7f3e6be341be9522ceac35926d40","425178","","2023-03-10 14:26:00","2023-03-10 14:27:51","false","false","","","false","false","15","false"
"425187-7bc641f62ca441399197b8a4b1412ce9","425187","","2023-03-10 12:07:00","2023-03-10 12:07:43","false","false","","","false","false","6","false"
"425212-f217bab022fa430d89bb693e11299b81","425212","","2023-03-10 13:37:00","2023-03-10 13:37:59","false","false","","","false","false","8","false"
"425228-4c181d8c6a5d498a88c098352d0b42b7","425228","","2023-03-10 16:36:00","2023-03-10 16:36:45","false","true","","0.15","false","false","6","false"
"425238-2c292b5bab684cef838fcadc044f747a","425238","","2023-03-10 03:31:00","2023-03-10 03:31:09","false","false","","","false","false","1","false"
"425317-2ee51d0c63924867867ed004a4e40461","425317","","2023-03-10 11:15:00","2023-03-10 11:16:44","false","false","","","false","false","14","false"
"425325-f89d51b97ea64c2e8c6562b331150bac","425325","425325-3174e0a915bf48fe916db184bcb8ed39","2023-03-10 14:32:00","2023-03-10 14:36:16","true","false","0.1","","true","true","34","false"
"425336-82a189b5f84a4c27808cc6fe018b5210","425336","425336-e956feff620148c18030bac08b2b6cf0","2023-03-10 15:19:00","2023-03-10 15:22:51","true","false","0.05","","true","true","31","false"
"425354-cd7a8103e7a4407db329c4ae327769dc","425354","","2023-03-10 20:50:00","2023-03-10 20:50:21","false","false","","","false","false","3","false"
"425379-b830451ad0104b0398a0a67ea9a75410","425379","425379-362c0c3d489c42c1b52f12aedb20874b","2023-03-10 19:53:00","2023-03-10 19:57:14","false","false","","","true","true","34","false"
"425429-3586036179114c0cb2e89829fea1a9b1","425429","425429-a48e87c05759419195d681db274799a0","2023-03-10 19:29:00","2023-03-10 19:31:24","false","false","","","true","true","20","false"
"425446-321244af0e38417f8a328fd7e2748ced","425446","","2023-03-10 19:26:00","2023-03-10 19:26:23","false","false","","","false","false","3","false"
"425463-21350b6159304423b4db8a219d6c08c9","425463","","2023-03-10 14:31:00","2023-03-10 14:34:45","false","false","","","false","false","30","false"
"425477-ecd7faa705d249c98585a746df845034","425477","425477-0ae67f6264ca47cd888bccc71c296995","2023-03-10 21:43:00","2023-03-10 21:45:14","false","false","","","true","true","18","false"
"425500-b020dd7944ca44a089143ce6ae0a0f02","425500","","2023-03-10 18:45:00","2023-03-10 18:48:22","false","false","","","false","false","27","false"
"425509-eb4ec308b32f42cc971d4823e2a91091","425509","","2023-03-10 19:39:00","2023-03-10 19:42:32","false","false","","","false","false","29","false"
"425524-debc061bdf3e49e8994eb48e1d0f0d24","425524","","2023-03-10 17:46:00","2023-03-10 17:48:23","false","false","","","false","false","19","false"
"425586-4cae592500cd41c1a5e46785645da286","425586","425586-3f13c1704bca49c9a82d53fa4a74e623","2023-03-10 12:29:00","2023-03-10 12:32:51","false","false","","","true","true","31","false"
"425629-57c62daacffb458496521c78559c5262","425629","425629-16e4ee884cfe4ef58ea6d5643da0109b","2023-03-10 16:00:00","2023-03-10 16:02:45","false","false","","","true","true","22","false"
"425688-a747455df3904a4f9758c13133b86cc5","425688","","2023-03-10 14:10:00","2023-03-10 14:12:25","true","true","0.05","0.05","false","false","20","false"
"425716-b86f38275f6f4bb5b426e0705e1a200a","425716","","2023-03-10 15:09:00","2023-03-10 15:12:09","false","false","","","false","false","25","false"
"425720-d8e8a91833804dc398947e75737a98bb","425720","425720-5978cb5ee6ef495d941351a3ba7d2a40","2023-03-10 16:07:00","2023-03-10 16:08:58","false","true","","0.05","true","true","16","false"
"425746-c72d34d6660a4f0283cec10297c324c1","425746","","2023-03-10 20:04:00","2023-03-10 20:05:22","false","false","","","false","false","11","false"
"425762-5142187eeafc4463830a1d586ac3dc7f","425762","","2023-03-10 16:34:00","2023-03-10 16:34:59","false","false","","","false","false","8","false"
"425823-b9ff833c7a57443ca5f86b142436dc90","425823","425823-89e953bb2d6741efbdff2ffeed4389fa","2023-03-10 16:53:00","2023-03-10 16:54:52","false","false","","","false","true","15","false"
"425865-baf4b4c872f945e5a0a146df94c2019e","425865","425865-80b939c1a3d3483ea66974032bf44b8d","2023-03-10 12:22:00","2023-03-10 12:24:06","true","false","0.1","","true","true","17","false"
"425871-9757afb06b2c4ff0ba040a730a648409","425871","","2023-03-10 18:17:00","2023-03-10 18:20:47","false","false","","","false","false","31","false"
"425909-69aa066945904f239afd3b26cc02bee2","425909","","2023-03-10 15:40:00","2023-03-10 15:44:40","false","false","","","false","false","38","false"
"426020-e2965db1990242d88942bf65ea5b2230","426020","426020-692befeb927947e99930027e523c9f93","2023-03-10 09:48:00","2023-03-10 09:50:05","false","false","","","true","true","17","false"
"426111-f9dd893261614e40b5c6950c584a3be0","426111","","2023-03-10 13:39:00","2023-03-10 13:39:46","false","false","","","false","false","6","false"
"426286-b1fc9c383ee3408597c9e9f18f975104","426286","","2023-03-10 17:18:00","2023-03-10 17:19:58","false","false","","","false","false","16","false"
"426295-50db4ef2a3d64a308e976b8d5c9f5ffe","426295","","2023-03-10 13:55:00","2023-03-10 13:55:37","false","false","","","false","false","5","false"
"426440-70a5a54b46d643f2ba1dd2650b414f32","426440","","2023-03-10 12:22:00","2023-03-10 12:25:12","false","false","","","false","false","25","false"
"426451-515c2e37fc3f4c7795f73fd255aa6a29","426451","","2023-03-10 17:11:00","2023-03-10 17:12:19","false","false","","","false","false","11","false"
"426476-43b848ea9b9b4070a0c997da1eb5ffc3","426476","426476-4dbae50ac1ae4de1a430aae9e7d474cb","2023-03-10 06:37:00","2023-03-10 06:40:39","false","false","","","true","true","29","false"
"426565-1d1ddb6f39cb43daabe342fe736bd9ca","426565","","2023-03-10 12:19:00","2023-03-10 12:22:23","false","false","","","false","false","27","false"
"426597-7b3edc7d9d124cb286fd4729af93053c","426597","","2023-03-10 11:51:00","2023-03-10 11:56:49","false","true","","0.1","false","false","46","false"
"426650-f3ca881cd2cb4ab9ac14accbadf0373d","426650","","2023-03-10 17:23:00","2023-03-10 17:23:31","false","false","","","false","false","4","false"
"426673-dca3b20280ad4d018174f9468cbc325c","426673","","2023-03-10 11:39:00","2023-03-10 11:41:46","false","false","","","false","false","22","false"
"426703-24650e26899840f1b541e96aa9a08f26","426703","","2023-03-10 13:46:00","2023-03-10 13:46:46","false","false","","","false","false","6","false"
"426771-c7414d3dff5f4f9e9c1fa4de213ea8e8","426771","","2023-03-10 08:14:00","2023-03-10 08:15:17","false","false","","","false","false","10","false"
"426794-83fdf9d6c170416497c568a44d5ee0f4","426794","","2023-03-10 18:24:00","2023-03-10 18:25:59","false","false","","","false","false","16","false"
"426811-e15939d7149a4702b2e1b688e1d7155b","426811","","2023-03-10 15:44:00","2023-03-10 15:45:02","false","false","","","false","false","8","false"
"426817-26690b829323401aa68b86b20e66528c","426817","","2023-03-10 17:24:00","2023-03-10 17:26:33","true","false","0.25","","false","false","21","false"
"426880-d1708eafce2c4bc6a765e7254f580736","426880","","2023-03-10 18:18:00","2023-03-10 18:18:39","true","false","0.1","","false","false","5","false"
"426892-6308d1b988054240b92249218c573e28","426892","426892-d04fe83b0a324984ad2547c253e7b4c7","2023-03-10 22:18:00","2023-03-10 22:19:15","true","false","0.15","","false","true","10","false"
"426918-169087dd3cc943ffb54e16e087129dcb","426918","","2023-03-10 06:29:00","2023-03-10 06:29:23","false","false","","","false","false","3","false"
"426920-3112faf389b8497da2583a8621ee9386","426920","","2023-03-10 16:17:00","2023-03-10 16:17:53","false","false","","","false","false","7","false"
"426945-2e64bf2cece9486882d135b541104521","426945","","2023-03-10 04:14:00","2023-03-10 04:15:27","false","false","","","false","false","12","false"
"426950-52f3abd03e5e4081861c97a3889a7d5b","426950","","2023-03-10 19:40:00","2023-03-10 19:40:58","false","false","","","false","false","8","false"
"427088-3391765992ba44308f71ab3c47eca840","427088","","2023-03-10 04:41:00","2023-03-10 04:51:09","false","false","","","false","false","82","false"
"427129-5a6c683086124ca6892ddc6d1a133c2e","427129","427129-ecec38cd0c484c2aac5776d59ca5d9ef","2023-03-10 05:19:00","2023-03-10 05:25:50","false","false","","","true","true","55","false"
"427132-d99a13a8fed042649d1666e9fdf0fd79","427132","","2023-03-10 18:08:00","2023-03-10 18:09:29","false","false","","","false","false","12","false"
"427139-2cdffdc9ef6c418a8f64fb4d42ba04e2","427139","427139-134e3f7358fc47d98f6b0a43f998662a","2023-03-10 21:44:00","2023-03-10 21:46:26","false","false","","","true","true","20","false"
"427207-fbe7d6eb45d741b7b1c9b58727620a0d","427207","","2023-03-10 22:41:00","2023-03-10 22:43:48","false","false","","","false","false","22","false"
"427319-79dcb7c9ad154bf1b580bddfcfd9ccd4","427319","","2023-03-10 21:50:00","2023-03-10 21:53:43","false","true","","0.1","false","false","30","false"
"427368-452f887cbf4e463cb35bf7ad045ca5da","427368","","2023-03-10 16:01:00","2023-03-10 16:08:35","true","false","0.1","","false","false","61","false"
"427440-cf8456542ae744b99ead6595894ce58d","427440","427440-1133ac336116481dafedbfee3d477f01","2023-03-10 18:54:00","2023-03-10 18:56:42","true","true","0.25","0.05","true","true","22","false"
"427459-00ed0ddb5eab4db6847126683bd65213","427459","","2023-03-10 17:36:00","2023-03-10 17:36:36","true","true","0.1","0.05","false","false","5","false"
"427480-291e738135104ab9b41ff19039e25a36","427480","","2023-03-10 15:31:00","2023-03-10 15:31:36","false","false","","","false","false","5","false"
"427537-61e6c0f73ebf42f48bea32381c5cfe96","427537","427537-341c92454aa74eef99ba682805f8716b","2023-03-10 17:23:00","2023-03-10 17:26:00","false","false","","","true","true","24","false"
"427578-d8d5fe05b13346e68a6cd0c114c3f1c6","427578","","2023-03-10 20:28:00","2023-03-10 20:28:28","true","false","0.1","","false","false","4","false"
"427610-66d11126ea574f009c95679187023c94","427610","","2023-03-10 21:12:00","2023-03-10 21:13:02","false","false","","","false","false","8","false"
"427714-9158baa8dd434067a2e3a8b837a624d9","427714","427714-719bb219171e415eb992b42c0647ddd7","2023-03-10 12:25:00","2023-03-10 12:27:19","false","false","","","true","true","18","false"
"427855-a8320e6154334c42a580b5c6c92f4c18","427855","427855-c7b083c2c69d45eb8c8def60c7ede729","2023-03-10 19:33:00","2023-03-10 19:34:14","false","false","","","true","false","10","false"
"427885-142ddacc9c50421283752b74db0ba6e9","427885","","2023-03-10 11:31:00","2023-03-10 11:31:28","false","false","","","false","false","4","false"
"427960-5b13956cb48d405da80aeb0f01e84324","427960","427960-cf40072071db4ac79ca114b15bbbff73","2023-03-10 04:22:00","2023-03-10 04:24:35","false","false","","","true","true","21","false"
"427992-7cc02c116ea3493286575b4ce38c87f3","427992","","2023-03-10 20:11:00","2023-03-10 20:12:15","false","false","","","false","false","10","false"
"428034-9d26bc8a2e6546a8a151d8759e2e0a2b","428034","428034-360c6376cef041c79e43e0ca4dc63fc1","2023-03-10 16:34:00","2023-03-10 16:36:20","false","false","","","true","true","19","false"
"428065-e987c678a5cc4c728639c0c4ceb1e0c8","428065","","2023-03-10 10:17:00","2023-03-10 10:17:38","false","false","","","false","false","5","false"
"428072-1c22cef94bd94cc7a22bf6487c173ab1","428072","428072-95f252eec46f47e78c758d9ae5d0cdf4","2023-03-10 13:27:00","2023-03-10 13:29:21","false","false","","","true","false","19","false"
"428238-ecbb4abf1d204f79839726ccfea5025c","428238","","2023-03-10 17:56:00","2023-03-10 17:56:30","true","false","0.15","","false","false","4","false"
"428251-27963e2e2d8a4bffb5fb34d4b274d516","428251","","2023-03-10 19:27:00","2023-03-10 19:28:38","false","false","","","false","false","13","false"
"428332-e7c8b9ccceef4a4cbb718243fb31b048","428332","","2023-03-10 13:58:00","2023-03-10 13:58:55","false","false","","","false","false","7","false"
"428434-d7dfae4657a04f58b658327eef2b7a1c","428434","","2023-03-10 15:04:00","2023-03-10 15:04:52","true","false","0.2","","false","false","7","false"
"428437-ca5455539b1d4129aee0b5adbb4cf133","428437","428437-5d7e6fc6734046a2817b9501e115a42b","2023-03-10 16:50:00","2023-03-10 16:53:30","false","false","","","true","true","28","false"
"428534-6adaf7e4a076426bbfb1763dddb95098","428534","428534-060980e4f8b441c29b7622d2e9f87f98","2023-03-10 14:45:00","2023-03-10 14:47:12","false","false","","","true","false","18","false"
"428537-4b66d054a0cd4ea39d338099fd14c2e9","428537","","2023-03-10 19:03:00","2023-03-10 19:09:43","false","false","","","false","false","54","false"
"428594-d6587547423041ce86ce34d7bbc72455","428594","","2023-03-10 12:08:00","2023-03-10 12:09:39","false","true","","0.1","false","false","13","false"
"428627-abf42282cc1e4006ab5215d7313e7c1e","428627","","2023-03-10 21:22:00","2023-03-10 21:23:14","false","false","","","false","false","10","false"
"428658-d939dee02c1b422aa1c8fa6b7627dc42","428658","","2023-03-10 09:01:00","2023-03-10 09:01:44","false","false","","","false","false","6","false"
"428669-95535ed5e77e49ae8edba8d375ba2d61","428669","","2023-03-10 08:26:00","2023-03-10 08:26:22","false","false","","","false","false","3","false"
"428674-c2c746de32904861a5d3dcdff0cc5a7b","428674","428674-67b00c79f6cf45c081a9936c012e2ac9","2023-03-10 19:38:00","2023-03-10 19:42:20","false","false","","","true","true","35","false"
"428738-09e62dad60a04d7eb449dc3b8585d599","428738","","2023-03-10 21:30:00","2023-03-10 21:30:24","false","false","","","false","false","3","false"
"428765-d834d422d50f410b92179b84fbd058f7","428765","","2023-03-10 20:19:00","2023-03-10 20:20:24","false","false","","","false","false","11","false"
"428822-41b3d61d03c1433bb528b1ab021a57ea","428822","428822-82fc6b869c3243b48fcbb6ce17c9925d","2023-03-10 20:13:00","2023-03-10 20:15:23","true","true","0.1","0.05","false","true","19","false"
"429038-994f532382d14ee6a2b00c4ea2ef582f","429038","","2023-03-10 05:17:00","2023-03-10 05:17:09","false","false","","","false","false","1","false"
"429157-3d800470d5734dc59d0cf35ddd9920c1","429157","","2023-03-10 10:23:00","2023-03-10 10:23:30","false","false","","","false","false","4","false"
"429170-c2486ce215d740d48ebe61e45676562c","429170","429170-3514bb6873b644ec9bb63e559497be2d","2023-03-10 08:01:00","2023-03-10 08:03:40","false","false","","","true","true","22","false"
"429208-36cc72b7e59e4ef4b376187219fb8d90","429208","","2023-03-10 16:14:00","2023-03-10 16:14:23","true","false","0.05","","false","false","3","false"
"429279-f9597dcd0a20456c8156bf857775bff9","429279","","2023-03-10 21:56:00","2023-03-10 21:57:31","false","true","","0.1","false","false","12","false"
"429284-0506209459d141119b209dbc8722ae1f","429284","429284-ede8e38a765d49568f4838624b41a3d6","2023-03-10 23:40:00","2023-03-10 23:42:12","false","true","","0.15","true","true","18","false"
"429329-fc7d248d17f64259843ab82a3c54a872","429329","","2023-03-10 16:55:00","2023-03-10 16:56:16","false","false","","","false","false","10","false"
"429387-6da8e44ce29141188de9211abb00eb7a","429387","","2023-03-10 14:49:00","2023-03-10 14:51:13","false","false","","","false","false","18","false"
"429412-7b8f73ea579f4042b39b5707f14dcc32","429412","429412-094d4ea29f464f40942828a0daca7285","2023-03-10 13:29:00","2023-03-10 13:31:15","false","true","","0.2","true","true","18","false"
"429451-29c16a0c1a6d4d838209d0b7ed5ce082","429451","","2023-03-10 15:28:00","2023-03-10 15:30:24","false","false","","","false","false","20","false"
"429487-f72a24ca97c14faba4d6776cd2b71660","429487","","2023-03-10 18:19:00","2023-03-10 18:20:10","false","false","","","false","false","9","false"
"429527-896e503f12e44114a2745d6cbf6c1e94","429527","429527-74f2098191f34102906ac19d79c79d62","2023-03-10 15:20:00","2023-03-10 15:21:37","false","false","","","false","true","13","false"
"429533-52737b1ed07d422985f72bf6c4178032","429533","","2023-03-10 20:49:00","2023-03-10 20:50:06","false","true","","0.05","false","false","9","false"
"429598-87f5cdce853241549a47d038eda02a6a","429598","","2023-03-10 21:48:00","2023-03-10 21:48:30","false","false","","","false","false","4","false"
"429748-ff5450ec0cf142329449f9cff0576331","429748","","2023-03-10 18:43:00","2023-03-10 18:44:01","false","false","","","false","false","8","false"
"429756-f14c40a1cad7426cb3401167910c1843","429756","","2023-03-10 16:20:00","2023-03-10 16:21:23","false","false","","","false","false","11","false"
"429878-edacc9cd1957404da06b11179b7f3019","429878","","2023-03-10 19:20:00","2023-03-10 19:21:31","false","true","","0.05","false","false","12","false"
"429932-0f03256017bc47db81071a7a3a918c47","429932","","2023-03-10 21:31:00","2023-03-10 21:31:59","false","false","","","false","false","8","false"
"430078-741b26824ca34029a068743ba423af04","430078","","2023-03-10 01:42:00","2023-03-10 01:42:16","false","false","","","false","false","2","false"
"430222-8eb2a622431543d3902fd7587f0718d6","430222","","2023-03-10 13:46:00","2023-03-10 13:46:37","false","false","","","false","false","5","false"
"430257-12b035aeb4504f37bd908f35efb90ba5","430257","","2023-03-10 03:50:00","2023-03-10 03:52:05","false","false","","","false","false","17","false"
"430333-8dde8b13df3c41e0a80e0b0a03039e5b","430333","","2023-03-10 06:33:00","2023-03-10 06:33:24","false","false","","","false","false","3","false"
"430334-7aa7d9eec73b47afa3ac7709393aa37b","430334","430334-b67ab510e4fb4b18a2b3f33154693faa","2023-03-10 22:48:00","2023-03-10 22:51:59","true","false","0.1","","true","true","32","false"
"430392-8698697260f0447a8e2af127148e553f","430392","","2023-03-10 18:53:00","2023-03-10 18:53:53","false","false","","","false","false","7","false"
"430464-9b702005530c49c2aaae624860bd275e","430464","","2023-03-10 20:23:00","2023-03-10 20:28:25","false","false","","","false","false","44","false"
"430466-ecd4e8f5d1314534ac360017d19717fa","430466","430466-37a9ce6630d74a01a441282c8006b652","2023-03-10 14:19:00","2023-03-10 14:21:08","false","false","","","true","true","17","false"
"430539-2f13740dae2e42cea0606dad80d8bdeb","430539","","2023-03-10 16:28:00","2023-03-10 16:30:43","false","false","","","false","false","22","false"
"430643-ae3317583b634d5183b63caee90ce572","430643","","2023-03-10 20:23:00","2023-03-10 20:23:45","false","true","","0.1","false","false","6","false"
"430703-56da001a6a0e49358fcbdfe6cb5be4fc","430703","","2023-03-10 16:21:00","2023-03-10 16:24:50","false","false","","","false","false","31","false"
"430708-08d40f9d632140a7be6322448dc57ba0","430708","","2023-03-10 16:06:00","2023-03-10 16:07:11","false","false","","","false","false","9","false"
"430721-f7f79736616640f6b500e0adeabbacfb","430721","430721-f0602c595461420189a6ebc55e22c03b","2023-03-10 10:36:00","2023-03-10 10:38:07","true","true","0.05","0.1","false","true","17","false"
"430731-d6989a43ce734a20b51d2aef5d25bf7e","430731","430731-ed107b5b646a4a4fbe983eb96fb95706","2023-03-10 16:37:00","2023-03-10 16:39:05","false","false","","","true","false","17","false"
"430744-9ed32f95e4b0480b92945d1f2685484d","430744","430744-23b19807a8eb4787a9741477dcbfe2c4","2023-03-10 19:26:00","2023-03-10 19:27:52","false","false","","","true","false","15","false"
